,frequency,peak flux density,duty cycle,loss calculted by iGSE,loss calculted by SE,Measured loss,Ratio of igse,ratio of se,Error of iGSE,Error of SE
236,316460,0.0865,0.1,720.3577366,509.4681109,858.094875,1.191206579,1.684295556,0.160515046,0.406279975
237,354580,0.0107,0.1,7.053122445,4.988272889,12.0254199,1.704978184,2.410738179,0.413482231,0.585189296
238,354590,0.0121,0.1,9.356213833,6.617118613,15.4903398,1.65562054,2.340949393,0.395996863,0.572822888
239,354590,0.0137,0.1,12.44589095,8.802271748,19.8861699,1.597810071,2.259208812,0.374143386,0.557367166
240,354590,0.0153,0.1,16.04160107,11.34531328,25.42225,1.584770117,2.24077109,0.368993654,0.553725053
241,354590,0.0171,0.1,20.71268663,14.64890677,31.9992793,1.544912057,2.184414155,0.352713965,0.542211353
242,354580,0.0192,0.1,27.02729685,19.11487191,40.7596094,1.508090492,2.132350643,0.336909817,0.531033977
243,354580,0.0214,0.1,34.67785202,24.52567504,51.9560703,1.49824938,2.118435893,0.332554371,0.527953617
244,354590,0.0239,0.1,44.70162392,31.61491955,65.5544375,1.466488949,2.073528525,0.318099192,0.51773029
245,354590,0.027,0.1,59.15915118,41.8399074,84.9714297,1.436319285,2.030870405,0.30377597,0.507600289
246,354590,0.0301,0.1,75.94142321,53.70905518,108.023656,1.422460252,2.011274554,0.296992659,0.502802838
247,354590,0.0338,0.1,99.12139782,70.1029346,138.511938,1.39739694,1.975836515,0.28438372,0.493885252
248,354590,0.0382,0.1,131.3050625,92.86461262,179.464234,1.366773151,1.932536291,0.26834969,0.482545293
249,354590,0.0423,0.1,165.9647602,117.3774481,227.407516,1.370215675,1.937403817,0.270187885,0.483845344
250,354590,0.0476,0.1,217.6757847,153.9497186,289.680094,1.330786952,1.881653936,0.24856492,0.468552649
251,354590,0.0536,0.1,285.9391079,202.2284897,376.475125,1.316626913,1.861632481,0.240483398,0.462837047
252,354590,0.0602,0.1,373.3786641,264.0695213,486.18375,1.302119796,1.841120276,0.232021506,0.456852432
253,354590,0.0674,0.1,484.040309,342.3342172,626.674562,1.294674328,1.830592826,0.227604983,0.453728876
254,354590,0.0757,0.1,632.0730981,447.0294006,813.990625,1.287810899,1.820888344,0.223488479,0.450817507
255,396800,0.0112,0.1,9.319781069,6.591351788,16.2672803,1.745457343,2.467973312,0.427084251,0.594809233
256,396800,0.0126,0.1,12.21624872,8.63985884,20.9236699,1.712773731,2.42176062,0.416151718,0.587077273
257,396800,0.0141,0.1,15.8188996,11.18780918,26.5591895,1.678953035,2.373940159,0.404390725,0.57875939
258,396800,0.0158,0.1,20.54797088,14.53241269,33.2897695,1.620100091,2.290725581,0.382754186,0.563457095
259,396800,0.0178,0.1,27.02113489,19.11051391,42.9943594,1.59113818,2.249775155,0.371519072,0.555511137
260,396800,0.0198,0.1,34.51121539,24.40782242,54.4436602,1.577564267,2.230582445,0.366111403,0.5516866
261,396800,0.0221,0.1,44.42442809,31.41887469,68.2772188,1.536929607,2.173127442,0.349352114,0.539833707
262,396800,0.025,0.1,58.97357214,41.70865789,88.3091172,1.497435444,2.117285035,0.332191579,0.527697035
263,396800,0.0278,0.1,75.2647299,53.23046844,112.17582,1.490416828,2.107361128,0.32904676,0.525472883
264,396800,0.0312,0.1,98.11328477,69.3899535,143.208062,1.459619483,2.063815506,0.314889934,0.515460565
265,396800,0.0352,0.1,129.4490489,91.55195963,184.270906,1.423501428,2.012746715,0.297506851,0.503166498
266,396800,0.0391,0.1,164.7978092,116.55213,234.305484,1.421775478,2.010306324,0.296654067,0.502563372
267,396800,0.0439,0.1,215.0288085,152.0776627,299.84575,1.39444455,1.971662009,0.28286858,0.492813679
268,396800,0.0494,0.1,282.0209257,199.457382,385.197688,1.365847896,1.931228035,0.267854054,0.482194758
269,396800,0.0555,0.1,368.5241278,260.6361835,496.118719,1.346231309,1.903491343,0.257185602,0.474649568
270,396790,0.0622,0.1,478.8265697,338.6468355,638.397438,1.333253997,1.885142193,0.249955371,0.469536036
271,396790,0.0698,0.1,624.0389607,441.3473116,825.815312,1.323339349,1.871123467,0.244335929,0.465561724
272,446400,0.0106,0.1,9.850518736,6.966712395,20.3161406,2.06244373,2.916173289,0.515138287,0.65708485
273,446410,0.012,0.1,13.0997359,9.264699141,25.9473496,1.980753643,2.800668344,0.495141658,0.64294237
274,446410,0.0133,0.1,16.59208018,11.73463588,32.2160293,1.941651014,2.745379544,0.484974389,0.635751639
275,446410,0.015,0.1,21.87413016,15.47032981,41.0514219,1.876711055,2.653558289,0.467152923,0.623147528
276,446410,0.0167,0.1,27.99372132,19.79836905,51.6537617,1.845190967,2.608990749,0.458050674,0.616710025
277,446410,0.0187,0.1,36.30233021,25.6745762,65.7348281,1.810760569,2.560308205,0.447745871,0.609422023
278,446410,0.0212,0.1,48.43339263,34.2541876,85.7977266,1.771458119,2.504736869,0.435493287,0.600756466
279,446400,0.0236,0.1,61.96507256,43.82437622,107.982797,1.742639725,2.463989367,0.426157923,0.594154093
280,446410,0.0265,0.1,80.87478574,57.19814228,137.820641,1.704123723,2.409530022,0.413188147,0.584981307
281,446400,0.0299,0.1,106.7221938,75.47854585,176.583172,1.654605904,2.339514759,0.395626477,0.572560935
282,446410,0.0331,0.1,134.8118291,95.34474944,222.432578,1.649948521,2.332929493,0.393920484,0.571354384
283,446410,0.0373,0.1,177.3918217,125.4591596,285.29325,1.608266082,2.273992994,0.378212342,0.560244907
284,446410,0.042,0.1,233.000634,164.788114,364.833375,1.565804216,2.21395443,0.361350551,0.54831952
285,446410,0.0471,0.1,303.1910509,214.4298091,467.181219,1.540880635,2.178713962,0.351020464,0.541013636
286,446410,0.0527,0.1,392.4818172,277.5800964,597.729375,1.52294794,2.153358194,0.343378737,0.535609077
287,446410,0.0591,0.1,510.7294224,361.2099111,768.954125,1.505599817,2.128828976,0.335812884,0.530258179
288,56340,0.0974,0.5,42.10433429,46.56662058,39.6910508,0.942683253,0.852349823,0.060801703,0.173227205
289,56330,0.1094,0.5,54.97243258,60.798501,51.7357812,0.941122282,0.850938433,0.062561177,0.175173151
290,56340,0.1215,0.5,69.97516578,77.39124844,66.2610781,0.946922774,0.856183088,0.056052328,0.167974483
291,56340,0.1358,0.5,90.35992956,99.93642286,85.9209609,0.950874589,0.859756217,0.051663396,0.163120405
292,56340,0.1544,0.5,121.3572956,134.2189406,115.94093,0.955368439,0.863819439,0.046716596,0.157649335
293,56340,0.1731,0.5,157.8138827,174.5392565,152.580953,0.966841132,0.874192752,0.034296088,0.143912481
294,56340,0.1937,0.5,204.3369054,225.9928652,200.326031,0.980371268,0.886426352,0.020021733,0.128125307
295,56340,0.2181,0.5,268.3720001,296.8145041,266.221344,0.991986287,0.896928352,0.008078451,0.114916256
296,56340,0.2439,0.5,346.979398,383.7528427,353.55375,1.018947384,0.921305879,0.018595057,0.085415846
297,56340,0.2738,0.5,452.5816928,500.5470417,464.982188,1.027399463,0.928948029,0.026668753,0.076486486
298,63010,0.0867,0.5,38.30407327,42.36360168,35.5138711,0.927156515,0.838310948,0.078566545,0.192874794
299,63010,0.0975,0.5,50.16414251,55.48062048,46.0199,0.917386358,0.829477025,0.090053271,0.205578901
300,63010,0.1083,0.5,63.85904284,70.62692877,58.6948281,0.919131034,0.831054516,0.087984153,0.203290495
301,63010,0.1207,0.5,81.92085545,90.60296186,75.1903,0.917840757,0.829887881,0.089513614,0.20498205
302,63010,0.1373,0.5,110.1489063,121.8226677,100.850891,0.915586858,0.827849963,0.092195668,0.207948353
303,63010,0.1541,0.5,143.6043989,158.8238283,131.482844,0.915590644,0.827853386,0.092191153,0.207943359
304,63010,0.1729,0.5,187.0829477,206.9103049,171.940203,0.919058659,0.830989076,0.088069832,0.203385254
305,63010,0.1944,0.5,244.9001527,270.855072,225.740297,0.921764623,0.833435739,0.084875656,0.199852554
306,63010,0.2173,0.5,316.3099478,349.832994,296.467938,0.937270358,0.847455623,0.066928012,0.18000279
307,63010,0.2438,0.5,412.0378199,455.7062628,387.329844,0.940034689,0.84995506,0.06379053,0.176532792
308,63010,0.2735,0.5,536.5937783,593.4628656,504.512781,0.940213624,0.850116848,0.063588077,0.176308883
309,70880,0.0775,0.5,35.50133638,39.26382615,30.8864609,0.870008401,0.786639101,0.149414188,0.271230986
310,70880,0.0871,0.5,46.42745823,51.34791628,40.2334219,0.866586788,0.783545367,0.153952511,0.276250288
311,70880,0.0965,0.5,58.75471653,64.9816376,51.1967617,0.871364287,0.787865058,0.147625642,0.269252887
312,70880,0.108,0.5,76.10113593,84.16645893,66.0789609,0.868304528,0.785098503,0.151669683,0.273725521
313,70880,0.1225,0.5,101.6488812,112.4217961,88.0642188,0.86635699,0.78333759,0.154258593,0.276588808
314,70880,0.1374,0.5,132.325474,146.3495444,114.552539,0.865687728,0.782732461,0.155150948,0.277575737
315,70880,0.1544,0.5,172.9996598,191.334447,150.002266,0.867066826,0.783979405,0.153313643,0.275543711
316,70880,0.1736,0.5,226.4658702,250.467094,196.994125,0.86986231,0.786507009,0.149607229,0.271444486
317,70880,0.194,0.5,292.3280323,323.3094358,258.726625,0.885055815,0.800244584,0.129872244,0.249617954
318,70880,0.2178,0.5,381.3669303,421.7848221,338.298125,0.887067279,0.802063297,0.12731021,0.246784392
319,70880,0.2442,0.5,496.0319906,548.6022733,440.618031,0.888285513,0.803164792,0.125764167,0.245074497
320,70880,0.2755,0.5,654.4144392,723.7703531,578.63625,0.884204589,0.799474927,0.130959976,0.250820966
321,79530,0.069,0.5,32.47491144,35.91665573,26.8074199,0.825480924,0.746378508,0.211415032,0.339802781
322,79530,0.0775,0.5,42.41036011,46.90507952,35.1438398,0.828661669,0.749254455,0.206765122,0.334660065
323,79530,0.0862,0.5,54.1548783,59.89430098,45.0320586,0.831542051,0.751858822,0.202585002,0.33003693
324,79530,0.0963,0.5,69.85535812,77.25874336,57.9342617,0.829345998,0.749873208,0.205769368,0.33355878
325,79530,0.1095,0.5,93.83877722,103.7839645,77.96475,0.830837233,0.751221543,0.203605183,0.331165232
326,79540,0.1228,0.5,122.1391698,135.083679,101.411422,0.830294018,0.750730382,0.204392636,0.332036139
327,79530,0.1375,0.5,158.3422108,175.1235776,131.698766,0.831735046,0.752033323,0.202305957,0.329728311
328,79530,0.1546,0.5,207.2832689,229.2514891,172.799625,0.833640003,0.753755736,0.199558557,0.326689737
329,79530,0.1733,0.5,269.4660757,298.0245316,228.583734,0.848283901,0.76699637,0.178850616,0.303787135
330,79530,0.1944,0.5,350.8755185,388.0618806,297.9265,0.849094577,0.767729362,0.177725105,0.30254234
331,79540,0.2175,0.5,454.2335329,502.3739466,387.886438,0.853936158,0.772106994,0.171047731,0.295157287
332,79530,0.2458,0.5,601.5249837,665.2755865,512.323062,0.851707038,0.770091481,0.174112642,0.298547022
333,79530,0.2756,0.5,782.4241905,865.3467875,666.527562,0.851874942,0.770243296,0.173881224,0.298291079
334,89080,0.0616,0.5,29.81271788,32.97231854,24.0994395,0.808361036,0.730899147,0.237071006,0.368177817
335,89080,0.0692,0.5,38.94868132,43.07652634,30.8849,0.792963945,0.716977496,0.261091385,0.394743915
336,89080,0.077,0.5,49.78171133,55.05765862,39.8996,0.801491129,0.724687555,0.247674446,0.379905027
337,89080,0.0858,0.5,63.83412505,70.59937015,50.9519805,0.79819345,0.721705879,0.252829123,0.385606005
338,89080,0.0977,0.5,86.0317606,95.14954747,69.0688672,0.80282987,0.72589801,0.245593914,0.377603996
339,89080,0.1096,0.5,112.033992,123.9075379,89.7988125,0.801531847,0.724724371,0.247611064,0.379834927
340,89080,0.1226,0.5,144.9441551,160.305574,116.406391,0.803112005,0.726153109,0.245156334,0.377120042
341,89080,0.1381,0.5,190.545266,210.7395653,153.426844,0.805198928,0.728040052,0.241929124,0.373550806
342,89080,0.1544,0.5,246.2232716,272.3184171,201.967734,0.820262572,0.741660208,0.219121821,0.348326348
343,89080,0.1733,0.5,321.0411391,355.0656047,263.651406,0.821238695,0.742542794,0.217672775,0.346723729
344,89080,0.1944,0.5,418.0321247,462.3358538,345.088031,0.825506009,0.746401189,0.21137822,0.339762067
345,89080,0.2195,0.5,552.5675039,611.1295128,456.6465,0.826408532,0.747217227,0.21005527,0.338298909
346,89080,0.246,0.5,717.9957382,794.0901022,595.330938,0.829156646,0.749702,0.206044726,0.333863321
347,89080,0.276,0.5,935.2895814,1034.413103,772.804,0.826272435,0.747094171,0.210254581,0.338519344
348,99900,0.0548,0.5,27.19965994,30.08232444,20.4631191,0.752329961,0.680237298,0.329204009,0.470075226
349,99900,0.0615,0.5,35.45396114,39.21142999,26.3268398,0.74256413,0.671407286,0.346685033,0.489408918
350,99900,0.0684,0.5,45.26618744,50.06357211,34.0938711,0.753186275,0.681011555,0.327692807,0.468403865
351,99900,0.0764,0.5,58.36442189,64.54997889,44.0942188,0.755498253,0.683101986,0.323629797,0.463910251
352,99900,0.0869,0.5,78.46016744,86.77550446,59.5482617,0.758961695,0.686233541,0.317589552,0.45722985
353,99900,0.0972,0.5,101.490016,112.2460941,77.3736406,0.762376869,0.689321452,0.311687226,0.450701986
354,99900,0.1092,0.5,132.612883,146.6674135,101.707711,0.766951963,0.693458135,0.303862625,0.442048121
355,99900,0.1229,0.5,173.9898539,192.4295836,133.796797,0.76899195,0.695302637,0.30040373,0.438222647
356,99900,0.1375,0.5,225.1841007,249.0494804,176.051797,0.781812732,0.706894858,0.279078683,0.414637537
357,99900,0.1544,0.5,293.9094342,325.0584373,229.816812,0.781930708,0.707001528,0.278885699,0.414424099
358,99900,0.1731,0.5,382.2019001,422.7082833,301.181,0.788015444,0.712503189,0.269010662,0.40350249
359,99900,0.1953,0.5,504.3165192,557.7648097,400.149875,0.793449867,0.717416854,0.260319072,0.393889751
360,99900,0.2192,0.5,657.5140018,727.1984124,524.90725,0.798321022,0.721821227,0.25262892,0.385384584
361,99900,0.2458,0.5,855.4501152,946.1121192,683.813938,0.799361559,0.722762053,0.25099836,0.383581215
362,99900,0.2748,0.5,1105.305934,1222.448066,896.18425,0.810801989,0.733106195,0.233346752,0.36405886
363,112040,0.049,0.5,25.11023518,27.77145902,17.8069609,0.709151498,0.641196449,0.410135919,0.559584433
364,112030,0.055,0.5,32.73842322,36.20809493,23.4255098,0.715535676,0.646968857,0.397554354,0.545669453
365,112040,0.0611,0.5,41.69387611,46.11266138,29.7570098,0.713702169,0.645311047,0.401144685,0.549640293
366,112030,0.0683,0.5,53.84842786,59.55537243,38.8049609,0.720633126,0.65157784,0.387668654,0.53473605
367,112030,0.0778,0.5,72.63188197,80.32952776,52.7672109,0.726502047,0.656884366,0.376458614,0.522337952
368,112030,0.0867,0.5,93.15561614,103.0284009,68.1440234,0.731507409,0.661410085,0.367040152,0.511921306
369,112030,0.0975,0.5,121.9993386,134.9290282,89.97925,0.737538834,0.666863544,0.355860808,0.499557156
370,112030,0.1099,0.5,160.627891,177.6514979,119.100492,0.741468317,0.670416481,0.348675293,0.491610109
371,112030,0.1227,0.5,206.8987088,228.8261728,156.582531,0.756807676,0.684285932,0.321339663,0.461377405
372,112030,0.1378,0.5,270.1292267,298.7579645,204.181797,0.755867107,0.683435494,0.322983883,0.463195882
373,112030,0.1545,0.5,351.3327693,388.5675915,267.101125,0.760251102,0.687399389,0.315354884,0.454758349
374,112030,0.1744,0.5,464.1068803,513.2936875,357.212094,0.769676359,0.695921463,0.299247389,0.436943754
375,112030,0.1955,0.5,603.3698542,667.3159794,468.080219,0.775776608,0.70143715,0.289030875,0.425644478
376,112030,0.2195,0.5,787.2792816,870.7164291,611.921125,0.777260547,0.702778889,0.286569869,0.42292265
377,112030,0.2453,0.5,1016.299784,1124.008899,800.878938,0.788034152,0.712520104,0.268980536,0.403469171
378,112030,0.2761,0.5,1333.678223,1475.023625,1047.93412,0.785747343,0.710452431,0.272673728,0.407553774
379,125890,0.049,0.5,30.06224447,33.24829036,20.5026504,0.682006642,0.616652772,0.46626138,0.621658162
380,125890,0.0543,0.5,38.06331157,42.09732366,26.4689199,0.695391935,0.628755408,0.43803796,0.590443578
381,125890,0.0608,0.5,49.35501639,54.58574184,33.8712383,0.686277521,0.62051439,0.457136463,0.611566172
382,125890,0.0691,0.5,66.22526042,73.24392197,46.2830703,0.698873361,0.631903222,0.4308744,0.582520811
383,125890,0.0775,0.5,86.19905765,95.33457494,61.0284102,0.707993937,0.640149812,0.412441474,0.562134334
384,125890,0.0869,0.5,112.1343757,124.0185604,80.0641328,0.714001681,0.645581859,0.400556926,0.548990242
385,125890,0.0978,0.5,147.1138691,162.7052378,106.004578,0.720561417,0.651513002,0.387806752,0.534888784
386,125890,0.1227,0.5,247.7355126,273.9909279,182.268062,0.735736512,0.665233931,0.359182239,0.503230598
387,125890,0.1377,0.5,322.9071452,357.1293732,238.703594,0.739232927,0.668395298,0.352753596,0.496120637
388,125890,0.1552,0.5,425.0695819,470.1191522,318.356875,0.74895238,0.677183377,0.335198374,0.476704884
389,125890,0.1742,0.5,554.2471774,612.9872008,418.381094,0.754863734,0.68252827,0.324742407,0.465140776
390,125890,0.1955,0.5,722.4604781,799.0280226,547.093188,0.757263829,0.684698374,0.320543728,0.460497115
391,125890,0.2184,0.5,931.8500251,1030.609017,719.706875,0.77234196,0.69833163,0.294763268,0.431984399
392,125890,0.2459,0.5,1223.742699,1353.436954,944.993,0.772215434,0.698217229,0.294975411,0.432219026
393,125890,0.276,0.5,1595.58544,1764.688197,1231.04888,0.77153429,0.697601356,0.296118672,0.433483451
394,141260,0.0389,0.5,21.13227414,23.37190715,13.4121104,0.634674258,0.573856054,0.575611407,0.742597284
395,141260,0.0437,0.5,27.60910013,30.53515777,17.5772109,0.636645556,0.57563845,0.570732711,0.737201536
396,141260,0.0485,0.5,35.07890001,38.79661927,22.9470801,0.654156205,0.591471126,0.528686868,0.690699605
397,141260,0.0542,0.5,45.28208292,50.08115222,29.9004492,0.660315234,0.597039962,0.514428182,0.674929761
398,141260,0.0618,0.5,61.21661983,67.70445744,40.4759219,0.661191716,0.597832453,0.512420643,0.672709459
399,141250,0.0691,0.5,79.11073363,87.49501872,53.0938711,0.671133595,0.606821644,0.490016305,0.647930673
400,141260,0.0776,0.5,103.2876699,114.2342663,70.449,0.682065924,0.616706373,0.46613394,0.621517215
401,141260,0.0873,0.5,135.3881444,149.7368017,93.4521094,0.69025327,0.624109159,0.44874359,0.602283808
402,141260,0.0976,0.5,174.9323427,193.4719588,123.955883,0.708593283,0.640691725,0.411246795,0.560813042
403,141260,0.1097,0.5,228.8195078,253.0701739,162.623516,0.71070652,0.642602459,0.407050551,0.556172072
404,141260,0.1229,0.5,297.0794973,328.5644689,212.135047,0.714068285,0.64564208,0.400426292,0.548845764
405,141260,0.1385,0.5,390.946612,432.3797742,283.342719,0.724760646,0.655309836,0.379765866,0.525995712
406,141250,0.1556,0.5,510.7875302,564.921629,372.771562,0.729797695,0.659864206,0.37024275,0.51546332
407,141260,0.1746,0.5,665.6583768,736.2059416,489.557906,0.735449178,0.664974131,0.359713261,0.503817899
408,141260,0.195,0.5,858.0605707,948.999235,644.10275,0.750649514,0.678717881,0.332179642,0.473366222
409,141260,0.2195,0.5,1126.207789,1245.565135,846.432875,0.751577891,0.679557296,0.330534083,0.471546264
410,141260,0.2463,0.5,1467.476737,1623.002325,1106.38462,0.753936735,0.681690102,0.326371237,0.466942233
411,141260,0.276,0.5,1906.24748,2108.274709,1446.83088,0.758994252,0.686262978,0.317533034,0.457167343
412,158750,0.0346,0.5,19.33498256,21.38413567,11.6401602,0.602025896,0.544336249,0.661058115,0.837099774
413,158750,0.0389,0.5,25.30666067,27.98870201,15.3226602,0.60547934,0.547458764,0.651584016,0.826621595
414,158750,0.0433,0.5,32.3716605,35.80246209,19.9162207,0.615236302,0.556280757,0.625391734,0.797653412
415,158750,0.0482,0.5,41.4136026,45.80268402,25.8898203,0.625152575,0.565246794,0.599609504,0.769138738
416,158750,0.055,0.5,56.08362397,62.02745827,35.9318281,0.640683065,0.579289062,0.560834139,0.726253897
417,158750,0.0616,0.5,72.7651388,80.47690736,46.6219219,0.640717831,0.579320496,0.560749446,0.726160229
418,158750,0.0691,0.5,94.74831574,104.7898974,61.9443,0.653777321,0.591128549,0.529572789,0.691679418
419,158750,0.0778,0.5,124.424415,137.6111182,82.6065234,0.663909277,0.600289602,0.506229894,0.665862604
420,158750,0.0869,0.5,160.430373,177.4330467,109.668648,0.683590307,0.618084681,0.46286451,0.617901286
421,158750,0.0976,0.5,209.4877914,231.6896506,144.1055,0.687894502,0.621976422,0.453711284,0.607777986
422,158750,0.1094,0.5,272.3008573,301.159748,189.502969,0.695932326,0.629244015,0.436921325,0.5892086
423,158740,0.1234,0.5,359.0628581,397.1169278,253.724938,0.706630976,0.638917458,0.415165813,0.565147403
424,158750,0.1383,0.5,466.6207537,516.0739853,332.729531,0.713062007,0.644732229,0.402402583,0.551031505
425,158750,0.1551,0.5,607.2460339,671.602963,435.467375,0.717118517,0.648400021,0.394469641,0.542257817
426,158740,0.1736,0.5,786.6221138,869.9896136,576.2355,0.732544242,0.662347563,0.365105263,0.509781354
427,158750,0.1952,0.5,1029.981641,1139.140782,757.895625,0.735834111,0.665322177,0.359001962,0.503031215
428,158750,0.2192,0.5,1344.44292,1486.929182,993.338812,0.738847888,0.668047157,0.353458562,0.496900316
429,158750,0.2457,0.5,1747.535476,1932.742147,1303.14088,0.745702103,0.674244561,0.341018076,0.483141368
430,158750,0.2756,0.5,2275.205616,2516.335633,1699.38562,0.746915183,0.675341396,0.338840101,0.480732568
431,177940,0.031,0.5,17.91627092,19.81506665,10.1825098,0.568338682,0.513877141,0.759514233,0.945990433
432,177930,0.0348,0.5,23.36650811,25.8429289,13.4574199,0.575927727,0.520738959,0.736328975,0.920347963
433,177930,0.0386,0.5,29.64885744,32.7910919,17.5674395,0.592516576,0.535738168,0.687716496,0.866583454
434,177940,0.0432,0.5,38.40555618,42.47583991,22.8487598,0.594933704,0.537923673,0.680859553,0.858999801
435,177930,0.049,0.5,51.29414908,56.73038699,31.4856895,0.613826139,0.555005724,0.629125799,0.801783219
436,177930,0.055,0.5,66.88591497,73.97459377,41.9687617,0.627467857,0.567340212,0.593707135,0.762610827
437,177940,0.0616,0.5,86.78799569,95.98592959,54.4559,0.627458896,0.56733211,0.593729893,0.762635997
438,177930,0.0696,0.5,114.8853315,127.0610671,73.4244,0.639110311,0.577867018,0.564675115,0.730501946
439,177930,0.0776,0.5,147.5148323,163.1486957,97.7546562,0.662676794,0.599175223,0.509031262,0.668960867
440,177930,0.0872,0.5,192.8520035,213.2907746,128.806094,0.667901249,0.60389904,0.497227324,0.655905928
441,177940,0.0977,0.5,250.4476143,276.9904626,169.983781,0.678719905,0.613680989,0.473361828,0.629511127
442,177930,0.1101,0.5,329.5430679,364.4685819,228.449812,0.693232036,0.626802483,0.442518446,0.595398913
443,177940,0.1236,0.5,429.8975933,475.4588442,300.231812,0.698379839,0.631456993,0.43188555,0.583639126
444,177940,0.1386,0.5,559.3228735,618.6008275,393.203875,0.702999812,0.635634253,0.422475487,0.573231768
445,177930,0.155,0.5,723.135548,799.7746375,518.346812,0.716804496,0.648116091,0.395080535,0.542933455
446,177930,0.1743,0.5,946.9402642,1047.298544,684.463312,0.722815723,0.653551288,0.383478482,0.530101797
447,177930,0.1956,0.5,1234.158136,1364.956236,896.493188,0.726400582,0.656792624,0.37665088,0.522550595
448,177930,0.2192,0.5,1603.39665,1773.327253,1177.98562,0.734681353,0.664279883,0.361134315,0.505389559
449,177930,0.2459,0.5,2088.029072,2309.321812,1537.87325,0.736519079,0.665941508,0.357738079,0.501633384
450,177930,0.2767,0.5,2738.382544,3028.600811,2015.56975,0.736043894,0.665511857,0.358614627,0.50260283
451,199170,0.0277,0.5,16.46370529,18.20855573,9.10286,0.552904698,0.499922132,0.808629957,1.000311521
452,199160,0.0311,0.5,21.47942794,23.75585289,11.9285303,0.555346741,0.502130164,0.800676814,0.991515492
453,199170,0.0345,0.5,27.26383207,30.15329764,15.49671,0.568398087,0.513930854,0.75933034,0.94578705
454,199160,0.0385,0.5,35.07667992,38.7941639,20.2118203,0.57621817,0.52100157,0.735453779,0.919380013
455,199160,0.0439,0.5,47.42365046,52.44968659,27.9195293,0.588725858,0.532310698,0.698583452,0.878602108
456,199170,0.0493,0.5,61.91434949,68.47613364,37.2383203,0.601448947,0.543814586,0.66265151,0.83886204
457,199160,0.0551,0.5,79.93672696,88.40855218,49.1945195,0.615418236,0.556445257,0.624911225,0.797121978
458,199170,0.0621,0.5,105.225638,116.3776235,64.9409102,0.617158626,0.558018872,0.620328968,0.792054086
459,199170,0.0693,0.5,135.3900736,149.7389354,87.0242,0.642766472,0.581172824,0.555774987,0.720658568
460,199170,0.078,0.5,177.6637566,196.4928525,115.759953,0.651567631,0.589130605,0.534760096,0.697416485
461,199170,0.0873,0.5,230.1444724,254.5355604,152.473125,0.662510481,0.599024847,0.509410084,0.669379836
462,199170,0.0984,0.5,302.9953387,335.1072808,206.111641,0.680246904,0.615061662,0.470054468,0.625853247
463,199170,0.1102,0.5,393.0527169,434.7090875,270.854,0.689103493,0.62306956,0.451160835,0.604957237
464,199170,0.1239,0.5,514.4925657,569.0193303,355.304844,0.690592766,0.624416123,0.448031386,0.601496123
465,199170,0.1383,0.5,662.3619216,732.5601227,468.277562,0.706981405,0.639234306,0.414464359,0.564371608
466,199170,0.1556,0.5,868.3757352,960.4076176,617.055125,0.710585407,0.642492952,0.40729037,0.556437308
467,199170,0.1747,0.5,1133.033285,1253.114008,812.244312,0.71687595,0.648180698,0.394941483,0.542779665
468,199170,0.1957,0.5,1470.664271,1626.527679,1067.70425,0.726001353,0.656431651,0.377407902,0.523387847
469,199170,0.2196,0.5,1916.429935,2119.536318,1398.94112,0.729972484,0.660022245,0.36991465,0.515100448
470,199170,0.2471,0.5,2513.199928,2779.552972,1830.36425,0.728300295,0.658510296,0.373059995,0.518579142
