,frequency,peak flux density,duty cycle,loss calculted by iGSE,loss calculted by SE,Measured loss,Ratio of igse,ratio of se,Error of iGSE,Error of SE
707,125880,0.0873,0.9,177.1932917,125.3187507,156.589734,0.883722699,1.24953156,0.131576682,0.199700086
708,125890,0.098,0.9,231.1379747,163.4707609,205.737547,0.890107077,1.258558692,0.123460341,0.205440313
709,125890,0.1105,0.9,304.5535328,215.3934151,272.295625,0.894081321,1.264178038,0.118466493,0.208972178
710,125880,0.1226,0.9,386.6344366,273.4445762,350.59725,0.90679261,1.282151048,0.10278799,0.220060693
711,125890,0.1382,0.9,509.1826257,360.1159497,460.982312,0.905337866,1.280094126,0.104560007,0.218807446
712,125890,0.1558,0.9,670.6400271,474.3055989,610.012438,0.909597419,1.286116882,0.099387464,0.222465692
713,125890,0.1751,0.9,877.0509523,620.2883222,799.52725,0.911608668,1.288960668,0.096961926,0.224181137
714,125890,0.1963,0.9,1140.429003,806.5606575,1036.68944,0.909034615,1.285321111,0.10006812,0.221984303
715,125900,0.22,0.9,1482.047714,1048.168168,1351.12625,0.911661775,1.289035759,0.096898024,0.224226331
716,141270,0.0134,0.9,2.855639288,2.019631469,2.2798,0.798350131,1.128819805,0.252583248,0.114119015
717,141290,0.0151,0.9,3.758234896,2.657986075,3.00905,0.800655117,1.132078918,0.248977218,0.116669356
718,141290,0.0173,0.9,5.136957483,3.633078249,4.14228,0.806368364,1.140157111,0.240128017,0.122927893
719,141280,0.0194,0.9,6.683147347,4.726610517,5.41699,0.810544751,1.146062275,0.233738173,0.127447066
720,141280,0.0216,0.9,8.554063662,6.049803359,6.88028,0.804328828,1.137273328,0.243272608,0.120703902
721,141280,0.0241,0.9,11.00164755,7.780840418,9.00518,0.81853013,1.157353128,0.221702126,0.135959479
722,141280,0.027,0.9,14.28370032,10.10204993,11.9059502,0.833534024,1.178567744,0.199711076,0.1515125
723,141280,0.0305,0.9,18.90039672,13.36717706,15.9032402,0.841423619,1.189723165,0.188462004,0.159468329
724,141280,0.0344,0.9,24.91979678,17.62435682,21.3060195,0.854983678,1.208896286,0.169612972,0.172799179
725,141280,0.0385,0.9,32.27797864,22.82838091,27.9052207,0.864528136,1.222391584,0.156700353,0.181931541
726,141280,0.0431,0.9,41.83412424,29.5868999,36.2410312,0.866303092,1.224901268,0.154330405,0.18360767
727,141290,0.0485,0.9,54.87411442,38.80934429,47.7812695,0.870743337,1.23117951,0.148444045,0.187770758
728,141270,0.0539,0.9,69.92208998,49.45192268,61.9451211,0.885916327,1.252633219,0.128774773,0.201681718
729,141270,0.0604,0.9,90.83024951,64.23907634,80.8510312,0.890133316,1.258595793,0.123427224,0.205463735
730,141280,0.0683,0.9,120.4860647,85.21295,107.876453,0.895343816,1.265963131,0.11688938,0.21008758
731,141280,0.0762,0.9,154.9370854,109.5782001,140.479125,0.906684959,1.281998836,0.102918924,0.21996809
732,141280,0.0858,0.9,203.4980178,143.9225894,185.286703,0.910508638,1.28740529,0.098287219,0.223243832
733,141280,0.0966,0.9,267.2190304,188.9888422,244.285766,0.914178027,1.29259359,0.09387884,0.226361628
734,141280,0.1071,0.9,338.712977,239.5524498,314.148719,0.927477659,1.311398482,0.078193087,0.237455271
735,141290,0.1207,0.9,445.8305495,315.3106246,414.838406,0.930484478,1.315649945,0.074708954,0.2399194
736,141270,0.1361,0.9,587.3552903,415.4030351,548.4,0.933676787,1.320163681,0.071034446,0.242518171
737,141290,0.1528,0.9,766.4596007,542.0733408,716.235875,0.934473095,1.321289614,0.070121768,0.243163656
738,141280,0.1717,0.9,1001.872114,708.5672404,937.098062,0.935346986,1.322525243,0.069121958,0.243870765
739,141280,0.1923,0.9,1299.806864,919.2795658,1217.0185,0.93630718,1.323882903,0.068025559,0.244646186
740,158740,0.0119,0.9,2.602787955,1.840804083,2.3266,0.893887647,1.263904194,0.118708826,0.20880079
741,158750,0.0134,0.9,3.419357244,2.41831716,3.01751,0.882478719,1.247772645,0.133171802,0.198571949
742,158750,0.0153,0.9,4.637246287,3.279660904,4.10037,0.884225194,1.250242059,0.13093362,0.200154888
743,158750,0.0172,0.9,6.068304781,4.291767293,5.31808,0.876369957,1.239135218,0.141070608,0.192985571
744,158750,0.0191,0.9,7.720104082,5.459991116,6.69495,0.867209811,1.226183314,0.153123486,0.184461256
745,158750,0.0214,0.9,10.0249809,7.090099577,8.76594,0.874409646,1.236363454,0.143628739,0.191176351
746,158750,0.024,0.9,13.04674663,9.227222841,11.76054,0.901415528,1.274548171,0.10936629,0.215408235
747,158750,0.027,0.9,17.10150707,12.09492459,15.1945498,0.888491859,1.256274869,0.125502716,0.203995857
748,158750,0.0305,0.9,22.62895895,16.00417735,20.2481895,0.894791031,1.265181525,0.117579374,0.209599587
749,158750,0.0342,0.9,29.43876931,20.82036942,26.5945,0.903383552,1.277330842,0.106949531,0.217117471
750,158750,0.0382,0.9,37.9571784,26.84495632,34.2301602,0.901809925,1.275105826,0.108881121,0.215751368
751,158750,0.043,0.9,49.82030737,35.23507362,45.1683281,0.906624838,1.281913828,0.102992062,0.219916364
752,158750,0.0478,0.9,63.53404646,44.93402234,59.2351,0.932336335,1.318268361,0.072574309,0.241429113
753,158740,0.0536,0.9,82.6501714,58.45377172,75.5213203,0.913746687,1.291983701,0.094395213,0.225996427
754,158750,0.0605,0.9,109.1747917,77.2131291,100.744281,0.922779695,1.304755838,0.083682276,0.233573079
755,158750,0.0676,0.9,140.8804187,99.63671817,131.483438,0.933298177,1.31962835,0.071468931,0.242210885
756,158750,0.0759,0.9,183.8284226,130.0114019,171.879594,0.935000103,1.322034771,0.069518599,0.243590243
757,158750,0.0856,0.9,242.3399898,171.3933099,227.248516,0.937726028,1.325889068,0.066409559,0.245789091
758,158750,0.0949,0.9,307.1452626,217.2263985,292.553344,0.9524918,1.346766995,0.049877805,0.257481061
759,158750,0.1071,0.9,405.532337,286.8099878,386.195344,0.952317013,1.346519858,0.050070497,0.257344781
760,158750,0.1207,0.9,533.7231099,377.4720402,509.020531,0.95371649,1.348498635,0.048529632,0.258434548
761,158740,0.1356,0.9,697.3118879,493.1690911,666.898062,0.956384186,1.352270599,0.04560491,0.260503038
762,158750,0.1521,0.9,907.9324852,642.1290764,870.87925,0.959189438,1.356237059,0.042546926,0.262665776
763,158750,0.1705,0.9,1180.340777,834.7879885,1135.88888,0.962339777,1.360691452,0.039134019,0.265079531
764,177890,0.0107,0.9,2.430863648,1.719211786,2.34601,0.96509321,1.364584642,0.036169346,0.267176276
765,177900,0.0121,0.9,3.22476522,2.280693274,3.06206,0.949545096,1.342600531,0.053135869,0.255176818
766,177900,0.0139,0.9,4.43492307,3.136569185,4.17657,0.941745761,1.331572732,0.061857713,0.249008353
767,177900,0.0155,0.9,5.696462028,4.028784034,5.34612,0.938498312,1.326981033,0.065532017,0.246409726
768,177890,0.0172,0.9,7.23461119,5.11662957,6.67897,0.923196814,1.30534562,0.083192646,0.233919366
769,177890,0.0193,0.9,9.426827044,6.667059326,8.70757,0.923701046,1.306058575,0.082601351,0.234337556
770,177900,0.0215,0.9,12.08150809,8.544564445,11.4621602,0.948735879,1.341456346,0.054034133,0.254541527
771,177880,0.0244,0.9,16.15498019,11.42549989,15.1338398,0.936790985,1.324566973,0.067473979,0.245036287
772,177890,0.0275,0.9,21.26631535,15.04045693,19.8604805,0.933893821,1.320470554,0.070785541,0.242694207
773,177880,0.0308,0.9,27.58937355,19.51239684,25.8479395,0.936880261,1.324693205,0.067372258,0.245108228
774,177900,0.0344,0.9,35.57325969,25.15894602,33.3761914,0.938238207,1.32661326,0.065827412,0.246200811
775,177890,0.0388,0.9,46.90220569,33.17126605,43.8507383,0.934939789,1.321949492,0.069587594,0.243541447
776,177890,0.043,0.9,59.39559171,42.00712836,56.8624492,0.957351338,1.353638095,0.0445486,0.261250105
777,177890,0.0482,0.9,77.20936101,54.60579556,73.8044688,0.955900526,1.351586733,0.046133957,0.260128872
778,177880,0.0545,0.9,102.3793294,72.40708454,96.4075312,0.941669884,1.331465447,0.061943275,0.24894784
779,177890,0.0609,0.9,132.1435458,93.45762422,125.315656,0.948329752,1.340882106,0.054485529,0.25422228
780,177890,0.0684,0.9,172.5592429,122.0413512,164.378859,0.952593766,1.346911169,0.049765426,0.257560541
781,177890,0.0771,0.9,227.2027872,160.6876263,217.455703,0.957099628,1.353282191,0.044823309,0.261055819
782,177890,0.0855,0.9,288.1419417,203.786429,279.325438,0.96940222,1.370677328,0.031563555,0.27043369
783,177900,0.0965,0.9,380.5511367,269.1422038,368.221125,0.967599593,1.36812852,0.033485346,0.269074517
784,177890,0.1087,0.9,500.2309193,353.7849162,484.324094,0.968201035,1.368978924,0.032843349,0.269528564
785,177900,0.1222,0.9,654.6755638,463.0148408,634.658875,0.969425025,1.370709574,0.031539288,0.270450853
786,177900,0.1371,0.9,852.7713653,603.1167495,829.002188,0.97212714,1.374530203,0.028672032,0.2724787
787,177900,0.1537,0.9,1108.871519,784.2418419,1084.39875,0.977930023,1.382735136,0.022568054,0.276795697
788,199160,0.0108,0.9,2.956602899,2.091037296,3.1272,1.057700377,1.495525692,0.054552667,0.331338803
789,199160,0.0124,0.9,4.061150409,2.872221012,4.18865,1.031394944,1.458331369,0.030439304,0.314284791
790,199170,0.0139,0.9,5.279975232,3.73422658,5.39283,1.021374109,1.444162502,0.020926817,0.307557149
791,199170,0.0154,0.9,6.681781555,4.72564457,6.71628,1.005163061,1.421241039,0.005136541,0.296389583
792,199160,0.0173,0.9,8.728704402,6.173316835,8.75925,1.003499442,1.418888781,0.003487239,0.295223126
793,199170,0.0193,0.9,11.22403559,7.938122848,11.4885703,1.023568592,1.44726537,0.023025904,0.309041714
794,199160,0.0218,0.9,14.84775482,10.50097363,14.9707803,1.008285797,1.425656404,0.008217707,0.298568717
795,199160,0.0245,0.9,19.41669138,13.73232295,19.7819492,1.018811538,1.440539177,0.018464198,0.305815478
796,199170,0.0275,0.9,25.32070221,17.90789446,25.2182,0.995951842,1.408216921,0.004064612,0.28988213
797,199160,0.0307,0.9,32.60500381,23.05966724,32.4363398,0.994827051,1.406626534,0.005199847,0.289079243
798,199170,0.0346,0.9,42.91945781,30.35449469,42.72875,0.995556612,1.407658089,0.00446322,0.289600218
799,199160,0.0384,0.9,54.52584111,38.56303036,54.8112109,1.005233661,1.421340864,0.005206413,0.296439
800,199150,0.043,0.9,70.70829372,50.00795993,70.8732812,1.002333354,1.417240001,0.002327922,0.294403207
801,199160,0.0486,0.9,93.6842718,66.25756419,93.7275234,1.000461674,1.414593557,0.000461461,0.293083165
802,199160,0.0543,0.9,120.8735177,85.48697344,119.599727,0.989461788,1.399040371,0.010650448,0.285224343
803,199160,0.0611,0.9,158.5139487,112.1079124,156.697844,0.988542934,1.397741164,0.011589851,0.284559956
804,199170,0.0688,0.9,208.2285251,147.2682084,206.086594,0.989713556,1.399396355,0.010393355,0.28540617
805,199160,0.0763,0.9,264.0920636,186.7773162,264.356062,1.000999645,1.415354216,0.000998647,0.293463086
806,199170,0.086,0.9,347.7030296,245.9106034,346.693688,0.997097116,1.409836271,0.002911335,0.290697778
807,199170,0.097,0.9,458.4751279,324.2534167,457.527719,0.997933565,1.411018961,0.002070714,0.291292302
808,199160,0.109,0.9,599.3362835,423.8765112,597.521,0.996971177,1.4096582,0.003038025,0.290608178
809,199170,0.1224,0.9,782.3548253,553.3151303,782.122375,0.999702884,1.413520672,0.000297204,0.292546604
810,199170,0.1372,0.9,1016.964936,719.241536,1018.78525,1.001789948,1.416471657,0.001786749,0.294020466
811,224180,0.0109,0.9,3.625433842,2.564063432,4.29423,1.184473414,1.67477526,0.155742976,0.40290496
812,224180,0.0122,0.9,4.696703575,3.321711666,5.55649,1.183061675,1.672779145,0.15473553,0.402192451
813,224170,0.0135,0.9,5.926541019,4.191505837,6.78248,1.144424712,1.618148767,0.126198526,0.382009849
814,224180,0.0152,0.9,7.783668349,5.504946512,8.76246,1.125749403,1.591742986,0.111702838,0.371757873
815,224190,0.017,0.9,10.06685397,7.119714021,11.4437,1.13677024,1.607325795,0.120314761,0.377848596
816,224190,0.0191,0.9,13.15590311,9.304423016,14.7947695,1.124572701,1.590079199,0.110773364,0.371100508
817,224180,0.0216,0.9,17.45153877,12.34248213,19.3140801,1.106726482,1.564845701,0.096434379,0.360959359
818,224180,0.0242,0.9,22.65953267,16.0258004,25.0608691,1.105974667,1.56378268,0.095820158,0.360524955
819,224180,0.027,0.9,29.14083409,20.60965676,31.5266602,1.081872266,1.529703312,0.075676462,0.346278463
820,224180,0.0305,0.9,38.5595688,27.27099283,41.2108203,1.068757291,1.511159515,0.064333869,0.338256491
821,224190,0.0339,0.9,49.16151957,34.76915043,53.1976602,1.082099591,1.530024736,0.075870642,0.346415795
822,224180,0.0378,0.9,63.13315941,44.6504977,68.2538,1.081108575,1.528623498,0.075023524,0.345816677
823,224180,0.0428,0.9,83.98890393,59.4005812,89.8403125,1.069668829,1.512448375,0.065131213,0.338820408
824,224180,0.0478,0.9,108.2615175,76.5672221,115.558531,1.067401729,1.50924283,0.063145606,0.3374161
825,224180,0.0538,0.9,142.0594301,100.470566,148.281859,1.04380159,1.47587363,0.041963521,0.322435215
826,224180,0.0606,0.9,186.7402674,132.0707844,194.338062,1.040686429,1.471468977,0.039095762,0.320407011
827,224190,0.0672,0.9,236.8241843,167.492294,249.182953,1.052185417,1.487727865,0.049597168,0.327834059
828,224180,0.0758,0.9,312.2947412,220.8683322,327.211781,1.047765901,1.481478932,0.045588334,0.324998839
829,224180,0.0854,0.9,410.7319428,290.4873736,428.664188,1.043659242,1.475672359,0.041832851,0.322342799
830,224180,0.096,0.9,537.4169424,380.0844782,559.826625,1.041698876,1.472900518,0.040029683,0.321067521
831,224180,0.1077,0.9,699.9512469,495.0357598,730.104875,1.043079612,1.474852797,0.041300406,0.321966231
832,224180,0.1208,0.9,911.1922039,644.4344903,952.073375,1.044865585,1.477378057,0.042939097,0.323125184
833,251230,0.0111,0.9,4.507214911,3.187697098,5.82561,1.292507705,1.827529348,0.226310221,0.452813165
834,251230,0.0123,0.9,5.70615764,4.03564119,7.05869,1.237030318,1.749087609,0.191612376,0.42827335
835,251220,0.0138,0.9,7.432609205,5.25666232,9.03242,1.215242151,1.718280432,0.177118734,0.41802282
836,251230,0.0154,0.9,9.563860931,6.763975611,11.7559297,1.22920333,1.738020711,0.186464944,0.424632863
837,251230,0.0173,0.9,12.49465993,8.836763277,15.1495801,1.212484388,1.714381117,0.175247112,0.416699128
838,251230,0.0196,0.9,16.64491685,11.77200426,19.7335,1.185557139,1.676307582,0.156514716,0.403450768
839,251230,0.022,0.9,21.70443439,15.35031364,25.4856699,1.174214884,1.660270304,0.148367123,0.397688438
840,251230,0.0245,0.9,27.79392504,19.65706449,31.9041309,1.147881447,1.623036386,0.128829896,0.383870868
841,251220,0.0276,0.9,36.54366192,25.8452564,41.4965,1.135532068,1.605575095,0.119355562,0.377170209
842,251230,0.0307,0.9,46.67226842,33.00864448,53.2444297,1.140815124,1.613045023,0.123433781,0.380054502
843,251240,0.0344,0.9,60.62295923,42.87517569,68.4683672,1.129413148,1.596923303,0.114584417,0.37379585
844,251230,0.0389,0.9,80.40559375,56.86630944,89.4663672,1.112688347,1.573275426,0.10127575,0.364383385
845,251220,0.0434,0.9,103.3931089,73.12407324,114.558367,1.107988416,1.566630002,0.097463488,0.361687189
846,251220,0.0488,0.9,135.3669604,95.73736228,148.310875,1.09562093,1.549143108,0.087275559,0.354481846
847,251230,0.055,0.9,178.1917078,126.0248737,191.589297,1.075186379,1.520249863,0.069928693,0.342213393
848,251230,0.061,0.9,226.0516211,159.8734719,245.297641,1.085139933,1.5343236,0.078459866,0.348247006
849,251230,0.0688,0.9,298.0445618,210.7899897,320.420281,1.07507508,1.520092493,0.069832406,0.342145294
850,251230,0.0774,0.9,390.6729643,276.3007975,418.834219,1.072083961,1.515863229,0.067237235,0.340309877
851,251230,0.087,0.9,511.0761935,361.4551626,546.209625,1.068744019,1.511140749,0.064322249,0.338248273
852,251230,0.0977,0.9,667.1631091,471.8465723,711.678688,1.066723682,1.508284111,0.062550108,0.336994938
853,251230,0.1096,0.9,868.8064255,614.4574367,929.670625,1.07005496,1.512994342,0.065468563,0.339058996
854,282480,0.0111,0.9,5.401808803,3.820392545,7.2948,1.350436542,1.909437293,0.259498711,0.476285499
855,282480,0.0124,0.9,6.967142131,4.927463897,9.2871,1.332985581,1.884762668,0.249804338,0.469429219
856,282480,0.0138,0.9,8.908384169,6.300394129,11.9863096,1.345508834,1.902469807,0.256786745,0.474367479
857,282490,0.0156,0.9,11.80766049,8.350887589,15.48175,1.311161514,1.85390473,0.237317455,0.460597956
858,282480,0.0176,0.9,15.57798075,11.01742096,20.0518301,1.287190581,1.820011251,0.223114266,0.450552847
859,282480,0.0197,0.9,20.18323615,14.27445652,25.8214609,1.279351869,1.808927777,0.218354212,0.447186332
860,282480,0.022,0.9,26.01233956,18.39705028,32.726,1.258095218,1.778872129,0.205147602,0.437846047
861,282490,0.0248,0.9,34.25698823,24.22802198,41.6978398,1.217206823,1.721058361,0.178446932,0.418962179
862,282480,0.0276,0.9,43.7995555,30.9769378,53.3617188,1.218316446,1.722627302,0.179195189,0.419491379
863,282490,0.0309,0.9,56.77972592,40.15707506,68.3147422,1.203153786,1.701188199,0.168851055,0.41217556
864,282480,0.0349,0.9,75.10016762,53.11408288,88.9567188,1.184507593,1.674823587,0.155767337,0.40292219
865,282480,0.039,0.9,96.93466909,68.55638557,113.866633,1.174673974,1.660919432,0.148699961,0.397923836
866,282490,0.0438,0.9,126.5691344,89.51515969,146.94775,1.161007782,1.641596245,0.13867933,0.390836813
867,282480,0.0493,0.9,166.089574,117.4657218,188.297062,1.133707899,1.602995828,0.11793858,0.376168058
868,282490,0.0547,0.9,210.9037728,149.1602592,240.378859,1.139756088,1.611547609,0.122619295,0.379478462
869,282490,0.0616,0.9,277.0954968,195.9739059,312.124094,1.126413448,1.592681906,0.112226508,0.372128235
870,282480,0.0696,0.9,366.8160597,259.428164,409.709094,1.11693336,1.579277622,0.104691438,0.366799108
871,282480,0.0782,0.9,479.4079856,339.058038,533.7455,1.113342948,1.574200993,0.101804164,0.364757102
872,282490,0.0877,0.9,623.9316939,441.2714479,692.027812,1.109140341,1.568258756,0.09840084,0.362350125
873,282490,0.0984,0.9,812.8506298,574.8830807,901.452438,1.10900134,1.568062217,0.098287835,0.362270203
874,316470,0.011,0.9,6.305403764,4.459453937,9.47304,1.502368501,2.124260085,0.334384341,0.529247851
875,316460,0.0123,0.9,8.150002965,5.764034179,12.1820596,1.494730695,2.113460681,0.330983164,0.526842392
876,316470,0.0139,0.9,10.79463741,7.634433903,15.6884902,1.453359627,2.054964441,0.311939054,0.513373575
877,316450,0.0156,0.9,14.07025538,9.951092445,20.1905801,1.434983201,2.028981261,0.30312773,0.507141826
878,316460,0.0175,0.9,18.32349601,12.95916796,25.8464902,1.410565439,1.994455993,0.29106444,0.498610146
879,316470,0.0196,0.9,23.77479739,16.81456379,32.7275,1.37656273,1.946378176,0.273552902,0.48622523
880,316470,0.0221,0.9,31.32630431,22.15531571,42.2430586,1.348485228,1.906678251,0.258427175,0.475527662
881,316460,0.0245,0.9,39.69756634,28.07583386,53.0951914,1.337492353,1.891134976,0.252332174,0.471217014
882,316470,0.0274,0.9,51.33536893,36.3065906,67.7753,1.320245698,1.866749229,0.242565228,0.464309408
883,316460,0.031,0.9,68.16740275,48.21093207,88.0803672,1.292118573,1.82697914,0.226077219,0.452648376
884,316460,0.0346,0.9,87.74233898,62.05517262,112.311391,1.280013643,1.809863485,0.218758327,0.447472139
885,316460,0.0389,0.9,114.8418724,81.22113334,144.0165,1.254041727,1.773140734,0.202578369,0.436028974
886,316460,0.0439,0.9,151.6221925,107.2337646,186.496109,1.230005357,1.739154731,0.186995411,0.425008033
887,316470,0.0486,0.9,191.5475202,135.4706812,233.270781,1.217821984,1.721928161,0.178861924,0.41925568
888,316460,0.0547,0.9,251.3296149,177.7511612,302.970312,1.205470004,1.704463194,0.170448044,0.41330502
889,316450,0.0617,0.9,331.4257108,234.3985803,394.189188,1.189374195,1.681704674,0.159221712,0.405365273
890,316470,0.0693,0.9,432.8546964,306.1335407,512.667344,1.184386697,1.674652646,0.155681162,0.402861243
891,316460,0.0778,0.9,564.6392059,399.3372389,664.291438,1.176488333,1.663484828,0.15001282,0.398852347
892,316460,0.0873,0.9,735.7574439,520.3594492,863.328812,1.173387805,1.659100864,0.147766837,0.397263891
893,354590,0.0107,0.9,7.053429636,4.988490148,12.21279,1.731468325,2.448193669,0.422455505,0.591535583
894,354590,0.0121,0.9,9.356213833,6.617118613,15.74175,1.682491474,2.378943302,0.405643348,0.579645299
895,354590,0.0137,0.9,12.44589095,8.802271748,20.3169395,1.632421462,2.308147269,0.387413102,0.566752082
896,354600,0.0153,0.9,16.04229972,11.34580739,25.8205508,1.60952926,2.275779053,0.378700329,0.560590032
897,354590,0.0171,0.9,20.71268663,14.64890677,32.6393594,1.575814861,2.22810889,0.365407685,0.551188901
898,354590,0.0193,0.9,27.3530197,19.34523719,41.6204688,1.521604169,2.15145818,0.342798856,0.53519896
899,354600,0.0215,0.9,35.05436473,24.79196109,52.7655391,1.505248762,2.128332604,0.335657982,0.530148625
900,354590,0.024,0.9,45.13254026,31.91968221,66.8206875,1.480543464,2.093400776,0.324572345,0.522308384
901,354590,0.0271,0.9,59.66380156,42.19681795,86.2234922,1.445155856,2.043364794,0.308033112,0.510611124
902,354590,0.0303,0.9,77.10582115,54.5325677,109.381461,1.418588887,2.005800673,0.295074134,0.501445974
903,354590,0.0341,0.9,101.154493,71.54082733,140.088516,1.384896625,1.958161811,0.277924445,0.489316973
904,354590,0.0383,0.9,132.0961873,93.42413024,179.962797,1.362361781,1.926298875,0.265980583,0.480869759
905,354600,0.0425,0.9,167.7805986,118.6616875,226.828984,1.351938102,1.91156041,0.260321165,0.476867174
906,354600,0.048,0.9,221.9113207,156.9452726,292.497156,1.318081273,1.863688859,0.241321441,0.463429748
907,354590,0.054,0.9,290.8658266,205.7128781,379.727156,1.305506255,1.845908528,0.234013628,0.458261347
908,354580,0.0607,0.9,380.5259776,269.1244102,489.737062,1.287000339,1.819742258,0.222999427,0.450471628
909,354590,0.0682,0.9,497.3429238,351.742401,633.155438,1.273076197,1.800054347,0.214501062,0.444461218
910,354590,0.0765,0.9,647.526423,457.9586596,819.335062,1.2653307,1.789102673,0.20969277,0.441060586
911,396810,0.0112,0.9,9.320143792,6.591608321,16.2449199,1.742990265,2.46448501,0.42627333,0.594235714
912,396800,0.0126,0.9,12.21624872,8.63985884,20.9410703,1.714198096,2.423774588,0.416636851,0.587420379
913,396800,0.0142,0.9,16.07786523,11.37096085,26.7680605,1.664901411,2.354071996,0.399363834,0.575204156
914,396800,0.0158,0.9,20.54797088,14.53241269,33.4517188,1.627981614,2.301869587,0.385742448,0.565570524
915,396810,0.0178,0.9,27.02218654,19.11125768,42.9997891,1.591277191,2.249971709,0.371573975,0.555549967
916,396800,0.0198,0.9,34.51121539,24.40782242,53.6392617,1.554255945,2.197625859,0.356605324,0.54496349
917,396810,0.0222,0.9,44.88940115,31.74772373,68.4164609,1.524111687,2.155003662,0.343880105,0.535963666
918,396800,0.025,0.9,58.97357214,41.70865789,88.6120703,1.502572544,2.12454859,0.334474729,0.529311777
919,396800,0.028,0.9,76.51467324,54.11448237,112.476258,1.469995927,2.078487183,0.319726006,0.518880844
920,396800,0.0315,0.9,100.294446,70.93256495,143.931297,1.435087413,2.029128611,0.303178335,0.507177616
921,396800,0.0354,0.9,131.1452404,92.75157949,184.522547,1.407009103,1.989427544,0.289272544,0.49734284
922,396800,0.0392,0.9,165.7678379,117.2381762,231.451562,1.396239252,1.974199612,0.283790368,0.493465608
923,396810,0.0442,0.9,218.4286056,154.482146,296.985219,1.359644348,1.922456586,0.264513546,0.479832207
924,396800,0.0499,0.9,288.6226845,204.1264311,386.90275,1.340514002,1.89540741,0.25401749,0.472408942
925,396810,0.056,0.9,376.2117849,266.0732267,499.457812,1.327597465,1.877144191,0.246759634,0.467275873
926,396800,0.0628,0.9,489.5248795,346.2131423,642.843938,1.313199727,1.856786642,0.238501212,0.46143516
927,396800,0.0706,0.9,640.6199635,453.0741131,833.695875,1.301389158,1.840087197,0.23159034,0.456547493
928,446410,0.0107,0.9,10.06569729,7.118895966,20.5209707,2.038703342,2.882605786,0.509492146,0.653091656
929,446410,0.012,0.9,13.0997359,9.264699141,26.0878301,1.991477561,2.81583133,0.497860272,0.644865092
930,446400,0.0134,0.9,16.879537,11.93793776,32.5830098,1.930326039,2.729366701,0.4819528,0.63361464
931,446410,0.0151,0.9,22.21064556,15.70832805,41.6089609,1.873379177,2.648847208,0.466205234,0.622477281
932,446410,0.0168,0.9,28.3803721,20.07182519,51.8784219,1.827968348,2.584638986,0.452944576,0.613098771
933,446410,0.0188,0.9,36.74992768,25.99113646,64.9446289,1.767204264,2.49872217,0.434134457,0.599795443
934,446400,0.0213,0.9,48.95823295,34.62537735,86.1196484,1.759043234,2.487182956,0.43150914,0.597938705
935,446420,0.0238,0.9,63.1826598,44.68550652,109.058883,1.726088825,2.440587374,0.420655539,0.590262569
936,446410,0.0267,0.9,82.284107,58.19487516,138.677891,1.685354512,2.382991468,0.406653026,0.580359387
937,446400,0.0301,0.9,108.3695413,76.6436212,175.853703,1.622722592,2.294433643,0.383751724,0.564162597
938,446400,0.0334,0.9,137.6310351,97.33861373,220.552359,1.602490011,2.265825971,0.375971149,0.558659839
939,446400,0.0377,0.9,181.7869138,128.5675587,281.014531,1.545845766,2.185734363,0.353104933,0.542487863
940,446410,0.0424,0.9,238.1308471,168.4164223,357.936469,1.503108368,2.125306215,0.334711973,0.529479567
941,446410,0.0478,0.9,313.6444402,221.8228976,474.068469,1.511483732,2.137148483,0.338398437,0.532086793
942,446410,0.0535,0.9,406.3063864,287.357429,606.392625,1.492451621,2.110238204,0.32996153,0.526119849
943,446410,0.06,0.9,528.7767158,373.9737367,779.933812,1.474977602,2.085530976,0.322023603,0.520505803
